STAB,STATE,COUNTY,CITY,METRO,,,,,,
CA,California,HUMBOLDT,Alderpoint,Alderpoint,,,,,,
CA,California,LOS ANGELES,Alhambra,Alhambra,,,,,,
CA,California,LOS ANGELES,City Of Industry,Alhambra,,,,,,
CA,California,ORANGE,Aliso Viejo,Aliso Viejo,,,,,,
CA,California,ORANGE,Fluor Corp,Aliso Viejo,,,,,,
CA,California,ORANGE,Laguna Beach,Aliso Viejo,,,,,,
CA,California,ORANGE,Laguna Hills,Aliso Viejo,,,,,,
CA,California,SIERRA,Alleghany,Alleghany,,,,,,
CA,California,SIERRA,Forest City,Alleghany,,,,,,
CA,California,TULARE,Alpaugh,Alpaugh,,,,,,
CA,California,SAN DIEGO,Alpine,Alpine,,,,,,
CA,California,PLACER,Alta,Alta,,,,,,
CA,California,LOS ANGELES,Altadena,Altadena,,,,,,
CA,California,CALAVERAS,Altaville,Altaville,,,,,,
CA,California,CALAVERAS,Angels Camp,Altaville,,,,,,
CA,California,MODOC,Alturas,Alturas,,,,,,
CA,California,MODOC,Alturas Rancheria,Alturas,,,,,,
CA,California,MODOC,California Pines,Alturas,,,,,,
CA,California,MODOC,Xl Ranch Indian Reservation,Alturas,,,,,,
CA,California,SANTA CLARA,Alviso,Alviso,,,,,,
CA,California,AMADOR,Amador City,Amador City,,,,,,
CA,California,SAN BERNARDINO,Amboy,Amboy,,,,,,
CA,California,SAN BERNARDINO,Cadiz,Amboy,,,,,,
CA,California,NAPA,American Canyon,American Canyon,,,,,,
CA,California,NAPA,American Cyn,American Canyon,,,,,,
CA,California,NAPA,Vallejo,American Canyon,,,,,,
CA,California,ORANGE,Anaheim,Anaheim,,,,,,
CA,California,ORANGE,Anaheim Hills,Anaheim,,,,,,
CA,California,ORANGE,Brookhurst Center,Anaheim,,,,,,
CA,California,ORANGE,Federal,Anaheim,,,,,,
CA,California,ORANGE,Holiday,Anaheim,,,,,,
CA,California,ORANGE,Household Finance,Anaheim,,,,,,
CA,California,ORANGE,Sunkist,Anaheim,,,,,,
CA,California,SHASTA,Anderson,Anderson,,,,,,
CA,California,SHASTA,Olinda,Anderson,,,,,,
CA,California,CALAVERAS,Angels Camp,Angels Camp,,,,,,
CA,California,SAN BERNARDINO,Angelus Oaks,Angelus Oaks,,,,,,
CA,California,SAN BERNARDINO,Seven Oaks,Angelus Oaks,,,,,,
CA,California,NAPA,Angwin,Angwin,,,,,,
CA,California,SONOMA,Annapolis,Annapolis,,,,,,
CA,California,SACRAMENTO,Antelope,Antelope,,,,,,
CA,California,SACRAMENTO,Sacramento,Antelope,,,,,,
CA,California,CONTRA COSTA,Antioch,Antioch,,,,,,
CA,California,RIVERSIDE,Anza,Anza,,,,,,
CA,California,SAN BERNARDINO,Apple Valley,Apple Valley,,,,,,
CA,California,SAN BERNARDINO,Jess Ranch,Apple Valley,,,,,,
CA,California,PLACER,Applegate,Applegate,,,,,,
CA,California,PLACER,Heather Glen,Applegate,,,,,,
CA,California,SANTA CRUZ,Aptos,Aptos,,,,,,
CA,California,SANTA CRUZ,Rio Del Mar,Aptos,,,,,,
CA,California,SANTA CRUZ,Seacliff,Aptos,,,,,,
CA,California,SANTA CRUZ,Seascape,Aptos,,,,,,
CA,California,COLUSA,Arbuckle,Arbuckle,,,,,,
CA,California,COLUSA,College City,Arbuckle,,,,,,
CA,California,LOS ANGELES,Arcadia,Arcadia,,,,,,
CA,California,HUMBOLDT,Arcata,Arcata,,,,,,
CA,California,HUMBOLDT,Manila,Arcata,,,,,,
CA,California,HUMBOLDT,Mc Kinleyville,Arcata,,,,,,
CA,California,HUMBOLDT,Mckinleyville,Arcata,,,,,,
CA,California,KINGS,Armona,Armona,,,,,,
CA,California,CALAVERAS,Arnold,Arnold,,,,,,
CA,California,CALAVERAS,Bear Valley,Arnold,,,,,,
CA,California,CALAVERAS,Camp Connell,Arnold,,,,,,
CA,California,CALAVERAS,Dorrington,Arnold,,,,,,
CA,California,MONTEREY,Aromas,Aromas,,,,,,
CA,California,SAN LUIS OBISPO,Arroyo Grande,Arroyo Grande,,,,,,
CA,California,SAN LUIS OBISPO,Halcyon,Arroyo Grande,,,,,,
CA,California,LOS ANGELES,Artesia,Artesia,,,,,,
CA,California,LOS ANGELES,Cerritos,Artesia,,,,,,
CA,California,GLENN,Artois,Artois,,,,,,
CA,California,KERN,Arvin,Arvin,,,,,,
CA,California,KERN,Di Giorgio,Arvin,,,,,,
CA,California,SAN LUIS OBISPO,Atascadero,Atascadero,,,,,,
CA,California,SAN MATEO,Atherton,Atherton,,,,,,
CA,California,SAN MATEO,Menlo Park,Atherton,,,,,,
CA,California,MERCED,Atwater,Atwater,,,,,,
CA,California,ORANGE,Atwood,Atwood,,,,,,
CA,California,FRESNO,Auberry,Auberry,,,,,,
CA,California,FRESNO,Pineridge,Auberry,,,,,,
CA,California,PLACER,Auburn,Auburn,,,,,,
CA,California,PLACER,Bowman,Auburn,,,,,,
CA,California,PLACER,Christian Valley,Auburn,,,,,,
CA,California,PLACER,Clipper Gap,Auburn,,,,,,
CA,California,PLACER,Lake Of The Pines,Auburn,,,,,,
CA,California,PLACER,Ophir,Auburn,,,,,,
CA,California,LOS ANGELES,Avalon,Avalon,,,,,,
CA,California,LOS ANGELES,Catalina,Avalon,,,,,,
CA,California,LOS ANGELES,Santa Catalina,Avalon,,,,,,
CA,California,KINGS,Avenal,Avenal,,,,,,
CA,California,CALAVERAS,Avery,Avery,,,,,,
CA,California,SAN LUIS OBISPO,Avila Beach,Avila Beach,,,,,,
CA,California,LOS ANGELES,Azusa,Azusa,,,,,,
CA,California,LOS ANGELES,Irwindale,Azusa,,,,,,
CA,California,TULARE,Badger,Badger,,,,,,
CA,California,TULARE,Miramonte,Badger,,,,,,
CA,California,SAN BERNARDINO,Baker,Baker,,,,,,
CA,California,SAN BERNARDINO,Kelso,Baker,,,,,,
CA,California,KERN,Bakersfield,Bakersfield,,,,,,
CA,California,KERN,Pumpkin Center,Bakersfield,,,,,,
CA,California,KERN,Pumpkin Ctr,Bakersfield,,,,,,
CA,California,LOS ANGELES,Baldwin Park,Baldwin Park,,,,,,
CA,California,LOS ANGELES,Irwindale,Baldwin Park,,,,,,
CA,California,MERCED,Ballico,Ballico,,,,,,
CA,California,BUTTE,Bangor,Bangor,,,,,,
CA,California,RIVERSIDE,Banning,Banning,,,,,,
CA,California,IMPERIAL,Bard,Bard,,,,,,
CA,California,SAN BERNARDINO,Barstow,Barstow,,,,,,
CA,California,SAN BERNARDINO,Hodge,Barstow,,,,,,
CA,California,MADERA,Bass Lake,Bass Lake,,,,,,
CA,California,HUMBOLDT,Bayside,Bayside,,,,,,
CA,California,YUBA,Beale AFB,Beale AFB,,,,,,
CA,California,YUBA,Marysville,Beale AFB,,,,,,
CA,California,RIVERSIDE,Beaumont,Beaumont,,,,,,
CA,California,RIVERSIDE,Cherry Valley,Beaumont,,,,,,
CA,California,PLUMAS,Beckwourth,Beckwourth,,,,,,
CA,California,PLUMAS,Portola,Beckwourth,,,,,,
CA,California,PLUMAS,Belden,Belden,,,,,,
CA,California,PLUMAS,Caribou,Belden,,,,,,
CA,California,PLUMAS,Ganser Bar,Belden,,,,,,
CA,California,PLUMAS,Oroville,Belden,,,,,,
CA,California,LOS ANGELES,Bell,Bell Gardens,,,,,,
CA,California,LOS ANGELES,Bell Gardens,Bell Gardens,,,,,,
CA,California,LOS ANGELES,Cudahy,Bell Gardens,,,,,,
CA,California,LOS ANGELES,Bell,Bell,,,,,,
CA,California,LOS ANGELES,Bell Gardens,Bell,,,,,,
CA,California,SHASTA,Bella Vista,Bella Vista,,,,,,
CA,California,LOS ANGELES,Bellflower,Bellflower,,,,,,
CA,California,SAN MATEO,Belmont,Belmont,,,,,,
CA,California,MARIN,Bel Tiburon,Belvedere Tiburon,,,,,,
CA,California,MARIN,Belvedere,Belvedere Tiburon,,,,,,
CA,California,MARIN,Belvedere Tiburon,Belvedere Tiburon,,,,,,
CA,California,MARIN,Tiburon,Belvedere Tiburon,,,,,,
CA,California,SANTA CRUZ,Ben Lomond,Ben Lomond,,,,,,
CA,California,SOLANO,Benicia,Benicia,,,,,,
CA,California,MONO,Benton,Benton,,,,,,
CA,California,MONO,Bishop,Benton,,,,,,
CA,California,ALAMEDA,Albany,Berkeley,,,,,,
CA,California,ALAMEDA,Berkeley,Berkeley,,,,,,
CA,California,ALAMEDA,Kensington,Berkeley,,,,,,
CA,California,ALAMEDA,Uc Berkeley,Berkeley,,,,,,
CA,California,BUTTE,Berry Creek,Berry Creek,,,,,,
CA,California,BUTTE,Brush Creek,Berry Creek,,,,,,
CA,California,CONTRA COSTA,Bethel Island,Bethel Island,,,,,,
CA,California,LOS ANGELES,Beverly Hills,Beverly Hills,,,,,,
CA,California,LASSEN,Bieber,Bieber,,,,,,
CA,California,TRINITY,Big Bar,Big Bar,,,,,,
CA,California,SAN BERNARDINO,Big Bear City,Big Bear City,,,,,,
CA,California,SAN BERNARDINO,Big Bear,Big Bear Lake,,,,,,
CA,California,SAN BERNARDINO,Big Bear Lake,Big Bear Lake,,,,,,
CA,California,SHASTA,Big Bend,Big Bend,,,,,,
CA,California,FRESNO,Big Creek,Big Creek,,,,,,
CA,California,TUOLUMNE,Big Oak Flat,Big Oak Flat,,,,,,
CA,California,INYO,Big Pine,Big Pine,,,,,,
CA,California,MONTEREY,Big Sur,Big Sur,,,,,,
CA,California,MONTEREY,Gorda,Big Sur,,,,,,
CA,California,MONTEREY,Lucia,Big Sur,,,,,,
CA,California,MONTEREY,Pacific Valley,Big Sur,,,,,,
CA,California,BUTTE,Biggs,Biggs,,,,,,
CA,California,FRESNO,Biola,Biola,,,,,,
CA,California,SOLANO,Birds Landing,Birds Landing,,,,,,
CA,California,INYO,Bishop,Bishop,,,,,,
CA,California,INYO,Chalfant,Bishop,,,,,,
CA,California,INYO,Chalfant Valley,Bishop,,,,,,
CA,California,INYO,Chalfant Vly,Bishop,,,,,,
CA,California,INYO,Hammil Valley,Bishop,,,,,,
CA,California,INYO,Laws,Bishop,,,,,,
CA,California,INYO,Round Valley,Bishop,,,,,,
CA,California,INYO,Rovana,Bishop,,,,,,
CA,California,INYO,Swall Meadows,Bishop,,,,,,
CA,California,PLUMAS,Blairsden,Blairsden-Graeagle,,,,,,
CA,California,PLUMAS,Blairsden-Graeagle,Blairsden-Graeagle,,,,,,
CA,California,PLUMAS,Blrsdn-Greagl,Blairsden-Graeagle,,,,,,
CA,California,PLUMAS,Cromberg,Blairsden-Graeagle,,,,,,
CA,California,PLUMAS,Graeagle,Blairsden-Graeagle,,,,,,
CA,California,PLUMAS,Johnsville,Blairsden-Graeagle,,,,,,
CA,California,HUMBOLDT,Blocksburg,Blocksburg,,,,,,
CA,California,SAN BERNARDINO,Bloomington,Bloomington,,,,,,
CA,California,SAN BERNARDINO,Crestmore,Bloomington,,,,,,
CA,California,SAN BERNARDINO,Blue Jay,Blue Jay,,,,,,
CA,California,HUMBOLDT,Blue Lake,Blue Lake,,,,,,
CA,California,RIVERSIDE,Blythe,Blythe,,,,,,
CA,California,RIVERSIDE,Mesa Verde,Blythe,,,,,,
CA,California,RIVERSIDE,Ripley,Blythe,,,,,,
CA,California,SONOMA,Bodega Bay,Bodega Bay,,,,,,
CA,California,SONOMA,Salmon Creek,Bodega Bay,,,,,,
CA,California,SONOMA,Bodega,Bodega,,,,,,
CA,California,KERN,Bodfish,Bodfish,,,,,,
CA,California,MARIN,Bolinas,Bolinas,,,,,,
CA,California,SAN DIEGO,Bonita,Bonita,,,,,,
CA,California,SAN DIEGO,Bonsall,Bonsall,,,,,,
CA,California,MENDOCINO,Boonville,Boonville,,,,,,
CA,California,KERN,Boron,Boron,,,,,,
CA,California,KERN,Desert Lake,Boron,,,,,,
CA,California,KERN,Four Corners,Boron,,,,,,
CA,California,KERN,Kramer Junction,Boron,,,,,,
CA,California,SAN DIEGO,Borrego Spgs,Borrego Springs,,,,,,
CA,California,SAN DIEGO,Borrego Springs,Borrego Springs,,,,,,
CA,California,SANTA CRUZ,Big Basin,Boulder Creek,,,,,,
CA,California,SANTA CRUZ,Boulder Creek,Boulder Creek,,,,,,
CA,California,SAN DIEGO,Boulevard,Boulevard,,,,,,
CA,California,SONOMA,B H Springs,Boyes Hot Springs,,,,,,
CA,California,SONOMA,Boyes Hot Spg,Boyes Hot Springs,,,,,,
CA,California,SONOMA,Boyes Hot Springs,Boyes Hot Springs,,,,,,
CA,California,SONOMA,Boyes Springs,Boyes Hot Springs,,,,,,
CA,California,SONOMA,Fetters Hot Springs,Boyes Hot Springs,,,,,,
CA,California,MONTEREY,Bradley,Bradley,,,,,,
CA,California,MONTEREY,Lake Nacimiento,Bradley,,,,,,
CA,California,MONTEREY,Nacimiento Lake,Bradley,,,,,,
CA,California,MONTEREY,Oak Shores,Bradley,,,,,,
CA,California,VENTURA,Brandeis,Brandeis,,,,,,
CA,California,VENTURA,Simi Valley,Brandeis,,,,,,
CA,California,MENDOCINO,Branscomb,Branscomb,,,,,,
CA,California,MENDOCINO,Laytonville,Branscomb,,,,,,
CA,California,IMPERIAL,Brawley,Brawley,,,,,,
CA,California,ORANGE,Brea,Brea,,,,,,
CA,California,CONTRA COSTA,Brentwood,Brentwood,,,,,,
CA,California,MONO,Bridgeport,Bridgeport,,,,,,
CA,California,HUMBOLDT,Bridgeville,Bridgeville,,,,,,
CA,California,HUMBOLDT,Mad River,Bridgeville,,,,,,
CA,California,HUMBOLDT,Ruth,Bridgeville,,,,,,
CA,California,SAN MATEO,Brisbane,Brisbane,,,,,,
CA,California,SANTA CRUZ,Brookdale,Brookdale,,,,,,
CA,California,YOLO,Brooks,Brooks,,,,,,
CA,California,YUBA,Browns Valley,Browns Valley,,,,,,
CA,California,YUBA,Brownsville,Brownsville,,,,,,
CA,California,SAN BERNARDINO,Bryn Mawr,Bryn Mawr,,,,,,
CA,California,SANTA BARBARA,Buellton,Buellton,,,,,,
CA,California,ORANGE,Buena Park,Buena Park,,,,,,
CA,California,LOS ANGELES,Burbank,Burbank,,,,,,
CA,California,LOS ANGELES,Burbank Studios,Burbank,,,,,,
CA,California,LOS ANGELES,Disney Productions,Burbank,,,,,,
CA,California,LOS ANGELES,Magnolia Park,Burbank,,,,,,
CA,California,LOS ANGELES,Nbc Tv Network,Burbank,,,,,,
CA,California,LOS ANGELES,Starlight Hills,Burbank,,,,,,
CA,California,LOS ANGELES,Walt Disney Co,Burbank,,,,,,
CA,California,SAN MATEO,Burlingame,Burlingame,,,,,,
CA,California,SAN MATEO,Hillsborough,Burlingame,,,,,,
CA,California,SHASTA,Burney,Burney,,,,,,
CA,California,SHASTA,Johnson Park,Burney,,,,,,
CA,California,TRINITY,Burnt Ranch,Burnt Ranch,,,,,,
CA,California,FRESNO,Burrel,Burrel,,,,,,
CA,California,FRESNO,Riverdale,Burrel,,,,,,
CA,California,CALAVERAS,Burson,Burson,,,,,,
CA,California,GLENN,Afton,Butte City,,,,,,
CA,California,GLENN,Butte City,Butte City,,,,,,
CA,California,KERN,Buttonwillow,Buttonwillow,,,,,,
CA,California,CONTRA COSTA,Byron,Byron,,,,,,
CA,California,CONTRA COSTA,Discovery Bay,Byron,,,,,,
CA,California,RIVERSIDE,Cabazon,Cabazon,,,,,,
CA,California,LOS ANGELES,Calabasas,Calabasas,,,,,,
CA,California,LOS ANGELES,Hidden Hills,Calabasas,,,,,,
CA,California,LOS ANGELES,Monte Nido,Calabasas,,,,,,
CA,California,LOS ANGELES,Woodland Hills,Calabasas,,,,,,
CA,California,LOS ANGELES,Woodland Hls,Calabasas,,,,,,
CA,California,IMPERIAL,Calexico,Calexico,,,,,,
CA,California,IMPERIAL,Mount Signal,Calexico,,,,,,
CA,California,KERN,Caliente,Caliente,,,,,,
CA,California,KERN,Havilah,Caliente,,,,,,
CA,California,KERN,Loraine,Caliente,,,,,,
CA,California,KERN,Calif City,California City,,,,,,
CA,California,KERN,California City,California City,,,,,,
CA,California,TULARE,Calif Hot Spg,California Hot Springs,,,,,,
CA,California,TULARE,California Hot Springs,California Hot Springs,,,,,,
CA,California,RIVERSIDE,Calimesa,Calimesa,,,,,,
CA,California,IMPERIAL,Calipatria,Calipatria,,,,,,
CA,California,NAPA,Calistoga,Calistoga,,,,,,
CA,California,SISKIYOU,Callahan,Callahan,,,,,,
CA,California,MENDOCINO,Calpella,Calpella,,,,,,
CA,California,MENDOCINO,Ukiah,Calpella,,,,,,
CA,California,SIERRA,Calpine,Calpine,,,,,,
CA,California,SIERRA,Sattley,Calpine,,,,,,
CA,California,VENTURA,Camarillo,Camarillo,,,,,,
CA,California,VENTURA,Santa Rosa Va,Camarillo,,,,,,
CA,California,VENTURA,Santa Rosa Valley,Camarillo,,,,,,
CA,California,SAN LUIS OBISPO,Cambria,Cambria,,,,,,
CA,California,EL DORADO,Camino,Camino,,,,,,
CA,California,EL DORADO,Cedar Grove,Camino,,,,,,
CA,California,EL DORADO,Eight Mile House,Camino,,,,,,
CA,California,EL DORADO,Snowline Camp,Camino,,,,,,
CA,California,SONOMA,Camp Meeker,Camp Meeker,,,,,,
CA,California,TULARE,Camp Nelson,Camp Nelson,,,,,,
CA,California,TULARE,Springville,Camp Nelson,,,,,,
CA,California,SAN DIEGO,Camp Pendleton,Camp Pendleton,,,,,,
CA,California,SAN DIEGO,Cmp Pendleton,Camp Pendleton,,,,,,
CA,California,SAN DIEGO,Marine Corp Base,Camp Pendleton,,,,,,
CA,California,SAN DIEGO,Oceanside,Camp Pendleton,,,,,,
CA,California,SANTA CLARA,Campbell,Campbell,,,,,,
CA,California,CALAVERAS,Campo Seco,Campo Seco,,,,,,
CA,California,CALAVERAS,Valley Spgs,Campo Seco,,,,,,
CA,California,CALAVERAS,Valley Springs,Campo Seco,,,,,,
CA,California,SAN DIEGO,Campo,Campo,,,,,,
CA,California,YUBA,Camptonville,Camptonville,,,,,,
CA,California,MODOC,Canby,Canby,,,,,,
CA,California,LOS ANGELES,Box Canyon,Canoga Park,,,,,,
CA,California,LOS ANGELES,Canoga Park,Canoga Park,,,,,,
CA,California,LOS ANGELES,West Hills,Canoga Park,,,,,,
CA,California,LOS ANGELES,Woodland Hills,Canoga Park,,,,,,
CA,California,LOS ANGELES,Woodland Hls,Canoga Park,,,,,,
CA,California,KERN,Cantil,Cantil,,,,,,
CA,California,KERN,Mojave,Cantil,,,,,,
CA,California,FRESNO,Cantua Creek,Cantua Creek,,,,,,
CA,California,FRESNO,Three Rocks,Cantua Creek,,,,,,
CA,California,LOS ANGELES,Canyon Cntry,Canyon Country,,,,,,
CA,California,LOS ANGELES,Canyon Country,Canyon Country,,,,,,
CA,California,LOS ANGELES,Fair Oaks Ranch,Canyon Country,,,,,,
CA,California,LOS ANGELES,Santa Clarita,Canyon Country,,,,,,
CA,California,PLUMAS,Canyon Dam,Canyon Dam,,,,,,
CA,California,PLUMAS,Canyondam,Canyon Dam,,,,,,
CA,California,PLUMAS,Prattville,Canyon Dam,,,,,,
CA,California,PLUMAS,Seneca,Canyon Dam,,,,,,
CA,California,CONTRA COSTA,Canyon,Canyon,,,,,,
CA,California,YOLO,Capay,Capay,,,,,,
CA,California,YOLO,Esparto,Capay,,,,,,
CA,California,ORANGE,Capistrano Beach,Capistrano Beach,,,,,,
CA,California,ORANGE,Capo Beach,Capistrano Beach,,,,,,
CA,California,ORANGE,Dana Point,Capistrano Beach,,,,,,
CA,California,SANTA CRUZ,Capitola,Capitola,,,,,,
CA,California,SAN DIEGO,Cardiff,Cardiff By The Sea,,,,,,
CA,California,SAN DIEGO,Cardiff By The Sea,Cardiff By The Sea,,,,,,
CA,California,HUMBOLDT,Carlotta,Carlotta,,,,,,
CA,California,SAN DIEGO,Carlsbad,Carlsbad,,,,,,
CA,California,SAN DIEGO,La Costa,Carlsbad,,,,,,
CA,California,SAN DIEGO,Rancho La Costa,Carlsbad,,,,,,
CA,California,MONTEREY,Carmel,Carmel By The Sea,,,,,,
CA,California,MONTEREY,Carmel By The,Carmel By The Sea,,,,,,
CA,California,MONTEREY,Carmel By The Sea,Carmel By The Sea,,,,,,
CA,California,MONTEREY,Carmel Valley,Carmel Valley,,,,,,
CA,California,MONTEREY,Carmel Valley Village,Carmel Valley,,,,,,
CA,California,MONTEREY,Robles Del Rio,Carmel Valley,,,,,,
CA,California,MONTEREY,Tassajara Hot Springs,Carmel Valley,,,,,,
CA,California,MONTEREY,Carmel,Carmel,,,,,,
CA,California,MONTEREY,Carmel Highlands,Carmel,,,,,,
CA,California,SACRAMENTO,Carmichael,Carmichael,,,,,,
CA,California,PLACER,Agate Bay,Carnelian Bay,,,,,,
CA,California,PLACER,Carnelian Bay,Carnelian Bay,,,,,,
CA,California,PLACER,Cedar Flat,Carnelian Bay,,,,,,
CA,California,PLACER,Flick Point,Carnelian Bay,,,,,,
CA,California,PLACER,Fulton Acres,Carnelian Bay,,,,,,
CA,California,PLACER,Ridgewood,Carnelian Bay,,,,,,
CA,California,SANTA BARBARA,Carpinteria,Carpinteria,,,,,,
CA,California,LOS ANGELES,C S U Dom Hls,Carson,,,,,,
CA,California,LOS ANGELES,Ca State Univ Dom Hills,Carson,,,,,,
CA,California,LOS ANGELES,Carson,Carson,,,,,,
CA,California,LOS ANGELES,Lakeshore Learning,Carson,,,,,,
CA,California,LOS ANGELES,Long Beach,Carson,,,,,,
CA,California,FRESNO,Caruthers,Caruthers,,,,,,
CA,California,SANTA BARBARA,Casmalia,Casmalia,,,,,,
CA,California,MENDOCINO,Caspar,Caspar,,,,,,
CA,California,SHASTA,Cassel,Cassel,,,,,,
CA,California,LOS ANGELES,Castaic,Castaic,,,,,,
CA,California,LOS ANGELES,Santa Clarita,Castaic,,,,,,
CA,California,LOS ANGELES,Val Verde,Castaic,,,,,,
CA,California,SHASTA,Castella,Castella,,,,,,
CA,California,SHASTA,Sweet Brier,Castella,,,,,,
CA,California,ALAMEDA,Castro Valley,Castro Valley,,,,,,
CA,California,ALAMEDA,Hayward,Castro Valley,,,,,,
CA,California,MONTEREY,Castroville,Castroville,,,,,,
CA,California,RIVERSIDE,Cathedral City,Cathedral City,,,,,,
CA,California,RIVERSIDE,Cathedral Cty,Cathedral City,,,,,,
CA,California,MARIPOSA,Catheys Valley,Catheys Valley,,,,,,
CA,California,MARIPOSA,Catheys Vly,Catheys Valley,,,,,,
CA,California,SAN LUIS OBISPO,Cayucos,Cayucos,,,,,,
CA,California,SONOMA,Cazadero,Cazadero,,,,,,
CA,California,SAN BERNARDINO,Cedar Glen,Cedar Glen,,,,,,
CA,California,NEVADA,Cedar Ridge,Cedar Ridge,,,,,,
CA,California,SAN BERNARDINO,Cedar Pines Pk,Cedarpines Park,,,,,,
CA,California,SAN BERNARDINO,Cedarpines Park,Cedarpines Park,,,,,,
CA,California,SAN BERNARDINO,Cedarpines Pk,Cedarpines Park,,,,,,
CA,California,MODOC,Cedarville,Cedarville,,,,,,
CA,California,STANISLAUS,Ceres,Ceres,,,,,,
CA,California,LOS ANGELES,Artesia,Cerritos,,,,,,
CA,California,LOS ANGELES,Cerritos,Cerritos,,,,,,
CA,California,YUBA,Challenge,Challenge,,,,,,
CA,California,YUBA,Woodleaf,Challenge,,,,,,
CA,California,LOS ANGELES,Chatsworth,Chatsworth,,,,,,
CA,California,PLUMAS,Chester,Chester,,,,,,
CA,California,NEVADA,Chicago Park,Chicago Park,,,,,,
CA,California,BUTTE,Blue Shield Of Cal,Chico,,,,,,
CA,California,BUTTE,Butte Creek,Chico,,,,,,
CA,California,BUTTE,Ca State Univ Chico,Chico,,,,,,
CA,California,BUTTE,Chapmantown,Chico,,,,,,
CA,California,BUTTE,Chico,Chico,,,,,,
CA,California,BUTTE,Cohasset,Chico,,,,,,
CA,California,BUTTE,Dayton,Chico,,,,,,
CA,California,BUTTE,Nord,Chico,,,,,,
CA,California,BUTTE,Richardson Springs,Chico,,,,,,
CA,California,PLUMAS,Chilcoot,Chilcoot,,,,,,
CA,California,TUOLUMNE,Chinese Camp,Chinese Camp,,,,,,
CA,California,SAN BERNARDINO,Chino Hills,Chino Hills,,,,,,
CA,California,SAN BERNARDINO,Chino,Chino,,,,,,
CA,California,SAN BERNARDINO,Montclair,Chino,,,,,,
CA,California,SAN BERNARDINO,Ontario,Chino,,,,,,
CA,California,MADERA,Chowchilla,Chowchilla,,,,,,
CA,California,MADERA,Fairmead,Chowchilla,,,,,,
CA,California,MADERA,Sharon,Chowchilla,,,,,,
CA,California,MONTEREY,Chualar,Chualar,,,,,,
CA,California,SAN DIEGO,Chula Vista,Chula Vista,,,,,,
CA,California,SAN BERNARDINO,Cima,Cima,,,,,,
CA,California,SACRAMENTO,Citrus Heights,Citrus Heights,,,,,,
CA,California,SACRAMENTO,Citrus Hts,Citrus Heights,,,,,,
CA,California,LOS ANGELES,City Industry,City Of Industry,,,,,,
CA,California,LOS ANGELES,City Of Industry,City Of Industry,,,,,,
CA,California,LOS ANGELES,Claremont,Claremont,,,,,,
CA,California,YOLO,Clarksburg,Clarksburg,,,,,,
CA,California,CONTRA COSTA,Clayton,Clayton,,,,,,
CA,California,LAKE,Clearlake Oaks,Clearlake Oaks,,,,,,
CA,California,LAKE,Clearlake Oks,Clearlake Oaks,,,,,,
CA,California,LAKE,Sulphur Bank Rancheria,Clearlake Oaks,,,,,,
CA,California,LAKE,Clearlake Park,Clearlake Park,,,,,,
CA,California,LAKE,Clearlake Pk,Clearlake Park,,,,,,
CA,California,LAKE,Clearlake,Clearlake,,,,,,
CA,California,SAN JOAQUIN,Clements,Clements,,,,,,
CA,California,PLUMAS,Clio,Clio,,,,,,
CA,California,BUTTE,Clipper Mills,Clipper Mills,,,,,,
CA,California,SONOMA,Asti,Cloverdale,,,,,,
CA,California,SONOMA,Cloverdale,Cloverdale,,,,,,
CA,California,SONOMA,The Geysers,Cloverdale,,,,,,
CA,California,FRESNO,Clovis,Clovis,,,,,,
CA,California,RIVERSIDE,Coachella,Coachella,,,,,,
CA,California,FRESNO,Coalinga,Coalinga,,,,,,
CA,California,MADERA,Coarsegold,Coarsegold,,,,,,
CA,California,LAKE,Cobb,Cobb,,,,,,
CA,California,MONO,Coleville,Coleville,,,,,,
CA,California,MONO,Walker,Coleville,,,,,,
CA,California,PLACER,Cape Horn,Colfax,,,,,,
CA,California,PLACER,Colfax,Colfax,,,,,,
CA,California,PLACER,Eden Valley,Colfax,,,,,,
CA,California,PLACER,Iowa Hill,Colfax,,,,,,
CA,California,PLACER,Shady Glen,Colfax,,,,,,
CA,California,PLACER,Yankee Jims,Colfax,,,,,,
CA,California,EL DORADO,Coloma,Coloma,,,,,,
CA,California,SAN BERNARDINO,Colton,Colton,,,,,,
CA,California,SAN BERNARDINO,Grand Terrace,Colton,,,,,,
CA,California,TUOLUMNE,Columbia,Columbia,,,,,,
CA,California,COLUSA,Colusa,Colusa,,,,,,
CA,California,MENDOCINO,Comptche,Comptche,,,,,,
CA,California,MENDOCINO,Keene Summit,Comptche,,,,,,
CA,California,LOS ANGELES,Compton,Compton,,,,,,
CA,California,LOS ANGELES,Crystal City,Compton,,,,,,
CA,California,LOS ANGELES,E Rncho Dmngz,Compton,,,,,,
CA,California,LOS ANGELES,East Rancho Dominguez,Compton,,,,,,
CA,California,LOS ANGELES,Rancho Dominguez,Compton,,,,,,
CA,California,LOS ANGELES,Rncho Domingz,Compton,,,,,,
CA,California,LOS ANGELES,Rosewood,Compton,,,,,,
CA,California,CONTRA COSTA,Chevron,Concord,,,,,,
CA,California,CONTRA COSTA,Chevron Usa Inc,Concord,,,,,,
CA,California,CONTRA COSTA,Clyde,Concord,,,,,,
CA,California,CONTRA COSTA,Concord,Concord,,,,,,
CA,California,EL DORADO,Auburn Lake Trails,Cool,,,,,,
CA,California,EL DORADO,Cool,Cool,,,,,,
